Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,29.9956,30.0846,29.862,29.951,27.197395,1160900.0
2018-01-03,29.9956,29.9956,29.594998999999998,29.6395,26.914534000000003,1694654.0
2018-01-04,29.684,29.862,29.550501,29.862,27.116577000000003,1220274.0
2018-01-05,29.817498999999998,29.817498999999998,29.550501,29.7285,26.995352,866356.0
2018-01-08,29.773001,30.351601000000002,29.773001,30.2626,27.480349,2742812.0
2018-01-09,30.396099,30.440599,30.0846,30.3071,27.520758,1286268.0
2018-01-10,30.396099,30.618601,30.173599,30.440599,27.641983000000003,2019410.0
2018-01-11,30.440599,30.4851,30.173599,30.440599,27.641983000000003,1393013.0
2018-01-12,30.440599,30.4851,30.2626,30.3071,27.520758,1034090.0
2018-01-15,30.351601000000002,30.396099,30.0401,30.0401,27.278303,950220.0
2018-01-16,29.9956,30.0401,29.862,29.9956,27.237894,821953.0
2018-01-17,30.2626,30.9746,30.2181,30.841101000000002,28.005663000000002,3895676.0
2018-01-18,30.9746,31.108101,30.5296,30.7076,27.884435999999997,2323159.0
2018-01-19,30.9746,31.0191,30.618601,30.663099,27.844027,1724174.0
2018-01-22,30.7521,30.841101000000002,30.440599,30.7966,27.965253999999998,1627936.0
2018-01-23,30.7966,30.841101000000002,30.618601,30.7076,27.884435999999997,645156.0
2018-01-24,30.7076,30.7521,30.351601000000002,30.5741,27.763209999999997,1370280.0
2018-01-25,30.5741,30.7076,30.440599,30.5296,27.722801,911255.0
2018-01-26,30.7076,30.7076,30.440599,30.7076,27.884435999999997,929105.0
2018-01-29,30.7076,30.7521,30.440599,30.5296,27.722801,668252.0
2018-01-30,30.5296,30.618601,30.2626,30.440599,27.641983000000003,926090.0
2018-01-31,30.173599,30.396099,30.0846,30.2626,27.480349,724254.0
2018-02-01,30.173599,30.2626,30.0846,30.0846,27.318711999999998,733723.0
2018-02-02,30.0846,30.173599,29.9065,29.9956,27.237894,619681.0
2018-02-05,29.684,29.817498999999998,29.372498999999998,29.7285,26.995352,796215.0
2018-02-06,28.482401,28.882998999999998,28.037399,28.3489,25.742586,3438345.0
2018-02-07,28.7939,29.15,28.526899,28.6604,26.02545,1778798.0
2018-02-08,28.526899,29.15,28.526899,28.749399,26.106266,854024.0
