Date,Open,High,Low,Close,Adj Close,Volume
2018-02-21,244.5,244.5,242.0,242.5,223.113098,71504174.0
2018-02-22,244.0,244.0,239.0,239.5,220.352921,39239993.0
2018-02-23,241.0,245.0,241.0,245.0,225.413223,26985776.0
2018-02-26,247.0,247.5,245.0,246.5,226.79328900000002,35901810.0
2018-02-27,250.5,250.5,246.0,246.0,226.333282,40818119.0
2018-03-01,244.0,245.0,242.0,243.0,223.57310499999997,39719984.0
2018-03-02,240.0,241.0,238.5,240.0,220.81294300000002,35139170.0
2018-03-05,242.5,243.0,240.5,241.5,222.193024,27337846.0
2018-03-06,245.5,250.0,245.5,250.0,230.013504,34890780.0
2018-03-07,248.0,248.5,246.0,247.0,227.253342,30391219.0
2018-03-08,249.5,251.5,249.0,249.5,229.55346699999998,20645694.0
2018-03-09,250.0,251.0,248.5,250.5,230.47352599999996,19831063.0
2018-03-12,252.0,255.0,251.5,254.0,233.69369500000002,24492615.0
2018-03-13,255.5,259.0,255.0,259.0,238.293976,33756883.0
2018-03-14,256.5,257.5,255.5,257.0,236.45385699999997,23772838.0
2018-03-15,258.0,258.0,255.0,255.0,234.61377000000002,19396493.0
2018-03-16,253.0,256.0,249.5,255.0,234.61377000000002,62929326.0
2018-03-19,252.5,255.5,251.0,255.0,234.61377000000002,21440766.0
2018-03-20,253.0,254.0,251.5,253.0,232.77366600000002,21840151.0
2018-03-21,255.0,255.0,251.0,252.5,232.313629,28976737.0
2018-03-22,254.5,254.5,249.5,251.5,231.39357,27000668.0
2018-03-23,245.0,247.0,244.0,245.0,225.413223,52498390.0
2018-03-26,241.5,244.5,241.5,243.5,224.033142,36987945.0
2018-03-27,248.0,251.0,247.0,251.0,230.933548,31008260.0
2018-03-28,247.5,248.0,244.0,245.0,225.413223,29637411.0
2018-03-29,243.0,247.0,242.5,244.0,224.493164,36165345.0
2018-03-30,247.5,249.5,246.0,246.0,226.333282,16996346.0
2018-04-02,248.5,249.0,245.0,246.5,226.79328900000002,17696003.0
2018-04-03,243.0,244.5,242.0,244.0,224.493164,35813944.0
2018-04-09,248.0,248.0,243.5,245.0,225.413223,34694824.0
2018-04-10,244.5,249.0,243.5,245.5,225.87326000000002,25156994.0
2018-04-11,246.5,248.5,246.5,248.0,228.173386,21607935.0
2018-04-12,248.5,248.5,244.0,245.0,225.413223,20409657.0
2018-04-13,246.0,246.0,244.0,244.5,224.95320099999998,19742548.0
2018-04-16,243.0,244.0,242.0,243.5,224.033142,18350139.0
2018-04-17,243.0,243.5,237.5,238.0,218.97285499999998,42756389.0
2018-04-18,239.5,241.5,236.5,238.0,218.97285499999998,42500048.0
2018-04-19,242.0,244.5,241.0,244.5,224.95320099999998,31901989.0
2018-04-20,228.0,231.5,228.0,229.0,210.692352,128452087.0
2018-04-23,226.5,227.5,225.0,226.5,208.39224199999998,71009975.0
2018-04-24,225.0,227.5,225.0,227.0,208.852249,40967892.0
2018-04-25,225.5,226.0,224.0,225.0,207.012131,46771110.0
2018-04-26,225.0,225.5,221.0,222.0,204.25198400000002,48023557.0
2018-04-27,225.0,225.5,221.0,223.5,205.63206499999998,34174459.0
2018-04-30,224.5,228.0,222.5,227.0,208.852249,28500789.0
2018-05-02,227.0,227.5,222.5,223.0,205.172043,38167942.0
2018-05-03,221.0,222.5,220.0,220.5,202.871902,31690731.0
2018-05-04,221.0,224.0,220.5,223.0,205.172043,27208722.0
2018-05-07,225.0,225.5,221.5,223.5,205.63206499999998,23268759.0
2018-05-08,224.0,228.5,223.5,228.0,209.772308,40324763.0
2018-05-09,228.5,232.0,228.5,229.5,211.15239,33778934.0
2018-05-10,231.0,231.5,229.0,229.5,211.15239,27530377.0
2018-05-11,232.0,234.0,230.5,233.0,214.37257400000001,30693910.0
2018-05-14,234.5,234.5,232.5,233.0,214.37257400000001,19921437.0
2018-05-15,233.5,234.0,229.5,230.5,212.07243300000002,23771769.0
2018-05-16,229.5,230.5,228.5,230.5,212.07243300000002,14409556.0
2018-05-17,231.0,231.5,226.5,226.5,208.39224199999998,26852737.0
2018-05-18,225.5,227.5,223.5,223.5,205.63206499999998,27664541.0
2018-05-21,225.0,230.0,225.0,229.0,210.692352,16127815.0
2018-05-22,230.0,233.5,229.0,229.0,210.692352,22355097.0
2018-05-23,231.5,231.5,228.5,228.5,210.23233,23062899.0
2018-05-24,229.5,230.0,228.5,229.0,210.692352,12996610.0
2018-05-25,228.5,229.5,228.0,228.5,210.23233,15971294.0
2018-05-28,229.5,230.0,226.5,227.0,208.852249,16373270.0
2018-05-29,226.5,226.5,223.5,225.0,207.012131,23764776.0
2018-05-30,224.0,224.0,220.5,221.0,203.33194,49163788.0
2018-05-31,221.5,224.0,220.5,224.0,206.092102,96069458.0
2018-06-01,224.5,226.5,224.0,224.0,206.092102,27617994.0
2018-06-04,227.5,229.0,227.0,229.0,210.692352,25959480.0
2018-06-05,230.0,230.0,226.5,229.0,210.692352,26534884.0
2018-06-06,229.0,230.0,227.0,230.0,211.61241099999998,24767441.0
2018-06-07,231.0,231.5,228.0,230.0,211.61241099999998,24958266.0
2018-06-08,229.0,229.0,226.0,227.0,208.852249,23548851.0
2018-06-11,226.5,227.0,225.0,226.0,207.932205,21696933.0
2018-06-12,225.0,229.0,224.0,229.0,210.692352,29501260.0
2018-06-13,229.0,232.0,228.0,232.0,213.45252999999997,28944970.0
2018-06-14,230.0,230.0,226.5,226.5,208.39224199999998,33408041.0
2018-06-15,225.0,231.0,224.0,231.0,212.53245499999997,48059679.0
2018-06-19,225.5,226.0,224.0,225.0,207.012131,56889624.0
2018-06-20,224.5,227.5,223.5,226.0,207.932205,40708701.0
2018-06-21,227.5,228.0,226.0,226.5,208.39224199999998,31242557.0
2018-06-22,224.5,227.5,224.0,227.5,209.312286,43581409.0
2018-06-25,220.0,220.5,218.0,218.0,207.881897,45025211.0
2018-06-26,215.5,216.0,212.5,214.5,204.544342,38446346.0
2018-06-27,216.0,216.0,212.5,213.0,203.113968,39888414.0
2018-06-28,211.0,214.5,210.0,212.0,202.16038500000002,37940780.0
2018-06-29,212.0,217.0,212.0,216.5,206.451523,34313680.0
2018-07-02,218.5,219.0,214.0,214.0,204.067551,32449442.0
2018-07-03,215.5,218.0,213.5,214.5,204.544342,28323220.0
2018-07-04,217.0,217.5,215.5,216.0,205.97473100000002,15212295.0
2018-07-05,214.0,215.0,213.0,214.5,204.544342,18225416.0
2018-07-06,217.5,217.5,215.0,217.0,206.928314,29033762.0
2018-07-09,219.5,223.0,218.5,221.5,211.219452,38734793.0
2018-07-10,223.0,224.0,222.0,222.0,211.696259,20118957.0
2018-07-11,220.0,220.0,218.0,220.0,209.789063,19854690.0
2018-07-12,218.0,222.0,218.0,220.5,210.265854,23666051.0
2018-07-13,222.5,224.5,222.5,224.5,214.08021499999998,29716311.0
2018-07-16,224.5,225.0,223.5,223.5,213.12661699999998,15819254.0
2018-07-17,222.5,223.5,221.0,221.5,211.219452,21548436.0
2018-07-18,223.0,224.0,222.0,223.0,212.649841,39898658.0
2018-07-19,225.5,227.0,224.5,224.5,214.08021499999998,39661216.0
2018-07-20,235.0,237.5,233.0,237.5,226.476852,97969023.0
2018-07-23,239.0,245.0,238.5,241.0,229.814392,52256877.0
2018-07-24,240.0,241.5,238.5,241.0,229.814392,27239267.0
2018-07-25,239.0,241.0,239.0,240.5,229.33760099999998,20962512.0
2018-07-26,241.0,242.5,239.5,241.0,229.814392,30606388.0
2018-07-27,242.0,244.5,241.0,244.5,233.151947,27129646.0
2018-07-30,244.5,245.5,244.0,245.5,234.10553,22788730.0
2018-07-31,243.5,246.0,242.0,246.0,234.582321,27059442.0
2018-08-01,247.0,248.0,246.5,248.0,236.48950200000002,29136161.0
2018-08-02,249.0,249.5,243.5,244.5,233.151947,22402110.0
2018-08-03,246.0,248.0,245.0,247.0,235.53590400000002,24719097.0
2018-08-06,245.0,247.0,244.0,245.5,234.10553,22364568.0
2018-08-07,245.0,245.5,241.5,241.5,230.29118300000002,23992418.0
2018-08-08,245.0,247.5,244.5,247.5,236.012695,24382432.0
2018-08-09,247.0,248.0,246.0,247.0,235.53590400000002,15128655.0
2018-08-10,246.5,247.0,244.5,245.0,233.62875400000001,15890492.0
2018-08-13,241.5,243.0,239.0,240.5,229.33760099999998,17881194.0
2018-08-14,245.0,245.0,242.5,243.5,232.19836400000003,17358913.0
2018-08-15,244.5,244.5,239.5,241.5,230.29118300000002,18473321.0
2018-08-16,238.0,241.5,238.0,239.0,227.907227,19155966.0
2018-08-17,239.5,241.0,239.0,239.5,228.38401800000003,18324474.0
2018-08-20,239.5,240.0,238.0,239.5,228.38401800000003,16933437.0
2018-08-21,239.0,241.0,238.5,241.0,229.814392,12014127.0
2018-08-22,241.5,242.5,240.5,242.0,230.767975,12614240.0
2018-08-23,243.0,244.5,243.0,244.5,233.151947,14839240.0
2018-08-24,245.5,246.0,243.0,243.5,232.19836400000003,14355943.0
2018-08-27,246.0,246.5,244.5,245.0,233.62875400000001,15152299.0
2018-08-28,248.5,250.0,248.0,249.5,237.919876,36792531.0
2018-08-29,253.5,259.0,253.5,259.0,246.978958,56993182.0
2018-08-30,264.5,268.0,262.5,263.5,251.270081,48957808.0
2018-08-31,257.5,259.0,254.0,256.0,244.11819500000001,69069506.0
2018-09-03,259.0,260.0,256.5,257.0,245.071777,26720905.0
2018-09-04,258.5,259.5,255.5,257.5,245.548569,34304615.0
2018-09-05,260.0,264.5,259.0,264.0,251.74688700000002,44864459.0
2018-09-06,268.0,268.0,261.0,261.0,248.88612400000002,35698488.0
2018-09-07,263.0,264.0,260.5,264.0,251.74688700000002,38663728.0
2018-09-10,266.5,266.5,262.5,264.5,252.223679,41659795.0
2018-09-11,263.0,263.5,258.0,260.0,247.93254100000001,34350276.0
2018-09-12,261.0,262.0,258.0,260.5,248.40933199999998,37885965.0
2018-09-13,260.0,260.0,253.5,255.0,243.164612,37576180.0
2018-09-14,257.0,261.5,257.0,261.0,248.88612400000002,37903219.0
2018-09-17,262.5,262.5,257.0,258.0,246.02536,24765758.0
2018-09-18,256.5,257.0,254.0,254.5,242.68782000000002,33960152.0
2018-09-19,258.0,260.0,257.0,258.0,246.02536,59227711.0
2018-09-20,261.5,261.5,257.5,260.0,247.93254100000001,29649071.0
2018-09-21,261.5,261.5,258.0,261.5,249.362915,35012974.0
2018-09-25,261.5,264.0,260.5,263.5,251.270081,24397062.0
2018-09-26,263.0,263.5,261.0,263.5,251.270081,24859115.0
2018-09-27,264.0,266.0,262.0,265.0,252.70048500000001,38495371.0
2018-09-28,266.0,266.0,260.0,262.5,250.316513,39626486.0
2018-10-01,262.0,264.0,261.0,263.0,250.793304,22254380.0
2018-10-02,262.0,263.0,257.0,257.5,245.548569,38391491.0
2018-10-03,257.5,260.0,257.0,260.0,247.93254100000001,25228536.0
2018-10-04,257.0,257.5,254.0,254.0,242.211029,36408727.0
2018-10-05,250.0,253.0,248.5,250.0,238.39666699999998,40204660.0
2018-10-08,245.5,246.5,241.0,243.5,232.19836400000003,50876958.0
2018-10-09,243.5,245.0,242.0,244.0,232.67515600000002,28905345.0
2018-10-11,233.5,233.5,227.0,227.5,216.940979,94589657.0
2018-10-12,231.0,237.0,229.0,237.0,226.000046,47175769.0
2018-10-15,234.0,234.0,230.5,230.5,219.80174300000002,42168280.0
2018-10-16,229.5,237.0,229.0,237.0,226.000046,37818077.0
2018-10-17,241.5,243.0,238.0,238.5,227.43042000000003,42494858.0
2018-10-18,238.0,239.0,235.5,236.5,225.523254,25676430.0
2018-10-19,231.0,236.5,230.0,236.0,225.046463,28358460.0
2018-10-22,232.5,238.0,231.5,237.0,226.000046,29275777.0
2018-10-23,232.0,234.0,230.0,230.0,219.32493599999998,32827745.0
2018-10-24,230.0,231.0,227.0,229.5,218.84814500000002,44321950.0
2018-10-25,220.5,222.0,219.5,219.5,209.312286,75524118.0
2018-10-26,223.0,224.0,217.0,221.0,210.742645,38439644.0
2018-10-29,223.0,224.0,221.0,222.5,212.17305,18463792.0
2018-10-30,221.0,225.0,220.5,223.0,212.649841,28877931.0
2018-10-31,228.0,234.0,228.0,234.0,223.13929700000003,57283201.0
2018-11-01,236.0,237.0,233.0,235.5,224.569656,41974797.0
2018-11-02,236.5,236.5,233.5,236.5,225.523254,30722361.0
2018-11-05,233.0,235.5,232.0,235.0,224.092865,25452065.0
2018-11-06,234.0,235.5,232.5,234.5,223.61607400000003,30468176.0
2018-11-07,233.0,236.0,232.5,234.0,223.13929700000003,34424652.0
2018-11-08,237.5,237.5,236.0,236.5,225.523254,24739146.0
2018-11-09,234.5,234.5,231.0,231.0,220.278519,23219081.0
2018-11-12,230.0,234.5,230.0,231.5,220.75531,23228445.0
2018-11-13,224.5,228.0,224.5,227.5,216.940979,36104127.0
2018-11-14,230.0,231.0,228.5,228.5,217.894562,20028279.0
2018-11-15,229.5,232.0,228.5,231.0,220.278519,22072228.0
2018-11-16,229.0,229.0,225.0,226.0,215.51058999999998,46738909.0
2018-11-19,225.0,225.0,221.0,222.0,211.696259,48944754.0
2018-11-20,219.0,220.5,218.0,218.0,207.881897,41569756.0
2018-11-21,214.5,220.0,214.0,219.0,208.835495,35206343.0
2018-11-22,221.5,222.0,219.0,219.0,208.835495,21929610.0
2018-11-23,220.5,220.5,217.0,218.5,208.358688,14883334.0
2018-11-26,219.0,224.0,218.5,223.0,212.649841,30599804.0
2018-11-27,220.0,224.5,219.0,224.0,213.603409,26584349.0
2018-11-28,222.5,227.0,222.0,226.5,215.987381,24429026.0
2018-11-29,231.5,231.5,229.0,229.0,218.37135299999997,44383207.0
2018-11-30,229.5,231.0,225.5,225.5,215.033798,55827957.0
2018-12-03,231.0,235.0,231.0,235.0,224.092865,45333986.0
2018-12-04,233.0,234.5,231.0,234.0,223.13929700000003,39746162.0
2018-12-05,226.5,227.5,225.0,226.0,215.51058999999998,42835576.0
2018-12-06,220.0,222.0,219.5,220.0,209.789063,40149112.0
2018-12-07,222.5,223.5,220.5,221.0,210.742645,25063568.0
2018-12-10,219.5,220.0,218.5,219.0,208.835495,19433461.0
2018-12-11,220.0,223.0,219.0,222.5,212.17305,27375220.0
2018-12-12,223.5,227.0,222.5,226.5,215.987381,26433846.0
2018-12-13,227.0,227.5,225.0,226.0,215.51058999999998,32087141.0
2018-12-14,223.0,223.5,220.5,222.5,212.17305,38646159.0
2018-12-17,221.0,225.0,220.0,223.5,213.12661699999998,18938952.0
2018-12-18,221.0,223.0,220.5,222.5,212.17305,30203541.0
2018-12-19,222.0,225.5,222.0,225.5,215.033798,23390082.0
2018-12-20,221.0,222.5,221.0,221.0,210.742645,35027116.0
2018-12-21,219.0,224.0,219.0,223.5,213.12661699999998,43507532.0
2018-12-24,221.5,221.5,219.5,220.0,209.789063,22976100.0
2018-12-25,215.5,218.0,215.0,217.5,207.40510600000002,19402777.0
2018-12-26,218.5,219.5,216.0,216.5,206.451523,16463259.0
2018-12-27,222.0,224.0,220.5,223.0,212.649841,21491484.0
2018-12-28,223.5,225.5,222.5,225.5,215.033798,29456773.0
2019-01-02,226.5,226.5,219.0,219.5,209.312286,32900482.0
2019-01-03,214.0,218.0,214.0,215.5,205.497925,34087620.0
2019-01-04,211.5,211.5,206.5,208.0,198.346039,65943521.0
2019-01-07,212.0,214.0,211.0,213.0,203.113968,35442176.0
2019-01-08,212.0,212.5,210.0,211.0,201.206802,22694481.0
2019-01-09,212.0,216.5,211.0,215.5,205.497925,46295446.0
2019-01-10,216.0,216.5,214.5,216.0,205.97473100000002,20754593.0
2019-01-11,219.0,220.5,218.0,220.5,210.265854,28102288.0
2019-01-14,218.5,220.0,217.0,218.5,208.358688,17612296.0
2019-01-15,216.5,221.0,215.5,221.0,210.742645,38882923.0
2019-01-16,218.5,220.0,217.5,217.5,207.40510600000002,28978282.0
2019-01-17,218.0,221.0,218.0,220.5,210.265854,21163986.0
2019-01-18,219.0,220.0,217.5,218.5,208.358688,49627569.0
2019-01-21,220.0,223.0,220.0,221.0,210.742645,29384866.0
2019-01-22,220.0,223.0,219.0,223.0,212.649841,28926483.0
2019-01-23,221.5,222.0,220.0,220.5,210.265854,16671213.0
2019-01-24,222.5,222.5,220.5,222.5,212.17305,26417924.0
2019-01-25,226.5,227.0,225.0,226.0,215.51058999999998,46692764.0
2019-01-28,229.5,229.5,228.0,229.0,218.37135299999997,26026257.0
2019-01-29,222.5,225.0,222.0,222.5,212.17305,41122520.0
2019-01-30,220.5,221.5,220.0,221.0,210.742645,44755945.0
2019-02-11,228.0,229.0,226.5,228.0,217.41777000000002,78307106.0
2019-02-12,230.0,230.0,229.0,230.0,219.32493599999998,29406670.0
2019-02-13,232.0,232.0,228.5,229.0,218.37135299999997,28634925.0
2019-02-14,229.5,230.0,226.0,227.0,216.46418799999998,23647751.0
2019-02-15,229.0,229.0,226.5,227.0,216.46418799999998,22369799.0
2019-02-18,229.0,230.5,228.5,230.0,219.32493599999998,16978916.0
2019-02-19,230.0,230.5,229.0,229.0,218.37135299999997,16577023.0
2019-02-20,231.5,234.5,231.0,234.5,223.61607400000003,30479710.0
2019-02-21,235.5,236.5,234.5,236.5,225.523254,33764489.0
2019-02-22,235.5,236.5,234.0,236.5,225.523254,22032163.0
2019-02-25,237.5,239.0,236.0,238.0,226.953629,24105138.0
2019-02-26,239.0,240.0,236.5,239.5,228.38401800000003,24522789.0
2019-02-27,238.5,239.5,237.0,239.0,227.907227,35240889.0
2019-03-04,239.5,239.5,234.5,235.5,224.569656,39655513.0
2019-03-05,234.0,234.5,232.5,233.0,222.18569900000003,22641407.0
2019-03-06,235.0,235.5,233.5,234.0,223.13929700000003,20433226.0
2019-03-07,235.0,235.0,233.0,234.0,223.13929700000003,17126192.0
2019-03-08,231.0,231.5,229.0,230.0,219.32493599999998,22190659.0
2019-03-11,228.0,230.5,227.5,230.5,219.80174300000002,23200793.0
2019-03-12,233.0,237.0,232.5,235.5,224.569656,23588085.0
2019-03-13,234.0,237.0,234.0,237.0,226.000046,20500195.0
2019-03-14,239.0,239.0,234.0,234.5,223.61607400000003,17175356.0
2019-03-15,237.0,239.5,235.5,239.0,227.907227,33649729.0
2019-03-18,239.5,241.0,239.0,241.0,229.814392,26856532.0
2019-03-19,239.0,240.5,238.0,240.5,229.33760099999998,14479009.0
2019-03-20,242.0,242.0,239.5,242.0,230.767975,22975971.0
2019-03-21,242.5,245.5,241.0,245.5,234.10553,26179502.0
2019-03-22,248.0,248.5,244.5,248.5,236.966309,22931467.0
2019-03-25,240.5,243.5,240.5,241.5,230.29118300000002,19211254.0
2019-03-26,243.0,244.0,241.0,244.0,232.67515600000002,19920170.0
2019-03-27,242.0,242.5,240.5,241.5,230.29118300000002,22590089.0
2019-03-28,240.5,242.5,240.0,242.0,230.767975,13933054.0
2019-03-29,243.0,245.5,240.5,245.5,234.10553,28220810.0
2019-04-01,251.0,251.0,245.0,245.5,234.10553,35330656.0
2019-04-02,249.5,249.5,246.0,246.0,234.582321,24105053.0
2019-04-03,249.0,249.0,246.5,246.5,235.059113,24945323.0
2019-04-08,251.0,253.0,250.5,253.0,241.257416,45184821.0
2019-04-09,253.0,254.0,252.0,254.0,242.211029,22355674.0
2019-04-10,253.0,254.5,252.0,254.0,242.211029,25849934.0
2019-04-11,253.0,254.0,251.5,252.0,240.303848,24896840.0
2019-04-12,251.5,253.0,251.0,252.0,240.303848,13548148.0
2019-04-15,255.0,256.0,254.0,255.5,243.64140299999997,17192002.0
2019-04-16,257.0,257.0,255.5,257.0,245.071777,19652648.0
2019-04-17,260.0,263.0,259.5,261.5,249.362915,37864191.0
2019-04-18,264.0,266.0,263.5,264.5,252.223679,38006795.0
2019-04-19,269.0,269.5,263.5,264.5,252.223679,44658699.0
2019-04-22,266.5,267.5,265.0,266.0,253.65406800000002,24967393.0
2019-04-23,266.5,268.0,266.0,268.0,255.56123399999998,25336847.0
2019-04-24,270.0,270.0,267.5,269.0,256.514801,26449755.0
2019-04-25,268.5,269.0,267.0,267.5,255.084442,32386724.0
2019-04-26,262.0,263.0,257.5,260.0,247.93254100000001,47518804.0
2019-04-29,260.0,262.0,258.5,259.5,247.45576499999999,31126618.0
2019-04-30,260.0,260.5,258.0,259.0,246.978958,33799419.0
2019-05-02,261.5,262.5,258.5,259.0,246.978958,27091394.0
2019-05-03,262.0,265.0,260.5,265.0,252.70048500000001,29840246.0
2019-05-06,260.0,260.0,258.0,259.0,246.978958,32823187.0
2019-05-07,259.5,263.0,259.0,262.5,250.316513,25686126.0
2019-05-08,260.0,261.5,259.5,260.0,247.93254100000001,25542364.0
2019-05-09,259.5,259.5,256.0,256.5,244.59498599999998,33587574.0
2019-05-10,257.0,259.0,255.0,256.0,244.11819500000001,18617212.0
2019-05-13,253.0,254.0,249.5,250.5,238.87347400000002,28284535.0
2019-05-14,247.5,251.0,245.0,248.5,236.966309,45055708.0
2019-05-15,251.0,252.0,249.0,249.0,237.443085,36825479.0
2019-05-16,248.5,249.5,246.0,247.0,235.53590400000002,29713519.0
2019-05-17,249.0,249.0,241.5,241.5,230.29118300000002,38647856.0
2019-05-20,242.5,243.0,238.0,238.0,226.953629,39157661.0
2019-05-21,233.5,236.0,232.5,234.0,223.13929700000003,80042775.0
2019-05-22,236.5,240.5,235.5,238.0,226.953629,34622034.0
2019-05-23,233.5,233.5,230.0,230.0,219.32493599999998,58752627.0
2019-05-24,230.0,234.0,230.0,233.0,222.18569900000003,36000789.0
2019-05-27,234.0,235.0,231.0,231.0,220.278519,35562033.0
2019-05-28,232.0,232.0,230.5,230.5,219.80174300000002,95240033.0
2019-05-29,228.0,230.5,227.0,229.5,218.84814500000002,26533236.0
2019-05-30,230.0,231.5,229.0,231.0,220.278519,28500328.0
2019-05-31,232.0,237.5,231.0,235.5,224.569656,46070338.0
2019-06-03,235.5,238.5,232.0,238.0,226.953629,31054092.0
2019-06-04,237.5,238.0,233.0,233.0,222.18569900000003,24443428.0
2019-06-05,238.0,238.0,234.0,235.0,224.092865,29139584.0
2019-06-06,231.5,232.0,229.5,232.0,221.232117,34651731.0
2019-06-10,237.5,240.0,234.5,240.0,228.860809,35373888.0
2019-06-11,240.0,246.0,239.0,244.5,233.151947,31965670.0
2019-06-12,244.5,247.5,243.0,246.0,234.582321,29675556.0
2019-06-13,242.5,244.0,240.0,240.0,228.860809,32981724.0
2019-06-14,238.5,239.5,236.0,236.0,225.046463,31951556.0
2019-06-17,231.5,235.0,230.5,233.0,222.18569900000003,51017012.0
2019-06-18,234.0,235.5,233.0,235.5,224.569656,28578087.0
2019-06-19,242.5,244.0,240.5,244.0,232.67515600000002,50164372.0
2019-06-20,242.0,245.5,241.0,245.0,233.62875400000001,37836291.0
2019-06-21,248.0,248.5,246.0,248.5,236.966309,61164304.0
2019-06-24,241.0,242.0,240.0,241.0,237.458954,43300507.0
2019-06-25,241.0,241.5,237.0,238.5,234.995682,28559283.0
2019-06-26,235.0,236.5,234.0,234.5,231.05445899999998,27607041.0
2019-06-27,236.0,241.5,236.0,240.5,236.966309,42007834.0
2019-06-28,241.5,241.5,238.0,239.0,235.488342,25962203.0
2019-07-01,245.5,250.0,245.0,248.5,244.84875499999998,66307875.0
2019-07-02,249.5,250.0,247.5,249.0,245.3414,24181202.0
2019-07-03,244.0,245.0,242.0,242.5,238.93690499999997,29449774.0
2019-07-04,244.5,245.0,242.5,244.0,240.414871,17481240.0
2019-07-05,244.5,245.0,241.5,243.0,239.429565,22867074.0
2019-07-08,240.0,244.5,240.0,242.5,238.93690499999997,27787909.0
2019-07-09,241.5,243.0,240.5,242.0,238.44426,16418987.0
2019-07-10,243.0,247.0,243.0,247.0,243.370789,23812131.0
2019-07-11,250.0,250.0,247.5,250.0,246.326721,31160289.0
2019-07-12,252.0,252.0,249.5,250.5,246.819366,23479432.0
2019-07-15,251.0,254.5,249.5,254.5,250.76058999999998,29727300.0
2019-07-16,254.0,256.5,253.5,256.0,252.23855600000002,21361249.0
2019-07-17,254.0,254.0,251.0,252.0,248.29731800000002,25573648.0
2019-07-18,252.0,254.5,251.5,254.0,250.267944,20842575.0
2019-07-19,259.5,261.0,259.0,259.0,255.194489,59709798.0
2019-07-22,263.0,264.0,262.0,264.0,260.121033,31522639.0
2019-07-23,265.5,266.5,262.5,264.0,260.121033,29273223.0
2019-07-24,266.5,266.5,263.0,265.0,261.106323,23734039.0
2019-07-25,264.0,265.0,261.5,265.0,261.106323,30433545.0
2019-07-26,261.0,262.5,261.0,261.0,257.1651,20438071.0
2019-07-29,260.0,262.0,259.5,261.0,257.1651,17509320.0
2019-07-30,262.5,263.0,260.0,260.0,256.179779,22670612.0
2019-07-31,260.0,260.0,257.0,259.5,255.687134,31635601.0
2019-08-01,257.5,257.5,255.5,256.5,252.73120099999997,30017526.0
2019-08-02,252.0,253.5,250.5,251.5,247.804672,54021644.0
2019-08-05,251.0,252.0,245.5,246.5,242.87814300000002,51535721.0
2019-08-06,240.0,250.0,240.0,248.5,244.84875499999998,58625879.0
2019-08-07,250.0,250.5,246.5,248.0,244.35611,29435460.0
2019-08-08,248.0,254.0,248.0,253.5,249.775284,29725266.0
2019-08-12,254.5,254.5,251.0,251.0,247.312027,21794603.0
2019-08-13,249.0,249.5,246.5,246.5,242.87814300000002,23121107.0
2019-08-14,252.5,254.0,249.5,249.5,245.834061,35216703.0
2019-08-15,247.0,248.5,246.0,248.0,244.35611,27624412.0
2019-08-16,249.5,252.0,248.0,250.0,246.326721,25370715.0
2019-08-19,251.5,253.0,250.5,252.0,248.29731800000002,24060514.0
2019-08-20,254.0,254.5,252.5,254.5,250.76058999999998,19960494.0
2019-08-21,254.5,255.0,253.0,254.5,250.76058999999998,20269296.0
